work_date,team,total,scheduled,sick,personal,annual,maternity,other,training,working,ot_hours,ot_holiday,updated_at,updated_by
2026-09-19,SQ,46,33,0,2,0,0,0,2,29,8,0,18SEP26/15:00,CHAKRIT
